,sentence,label_tec
5948,APT-C-36 has disguised its scheduled tasks as those used by Google.,T1036
5949,"Wizard Spider has used scheduled tasks to install TrickBot, using task names to appear legitimate such as WinDotNet, GoogleTask, or Sysnetsf.",T1036
5950,It has also used common document file names for other malware binaries.,T1036
5951,PROMETHIUM has named services to appear legitimate.,T1036
5952,Kimsuky has disguised services to appear as benign software or related to operating system functions.,T1036
5953,Fox Kitten has named the task for a reverse proxy lpupdate to appear legitimate.,T1036
5954,UNC2452 named tasks \Microsoft\Windows\SoftwareProtectionPlatform\EventCacheManager in order to appear legitimate.,T1036
5955,Higaisa named a shellcode loader binary svchast.exe to spoof the legitimate svchost.exe.,T1036
5956,APT29 named tasks \Microsoft\Windows\SoftwareProtectionPlatform\EventCacheManager in order to appear legitimate.,T1036
5957,ZIRCONIUM has created a run key named Dropbox Update Setup to mask a persistence mechanism for a malicious binary.,T1036
5958,Naikon renamed a malicious service taskmgr to appear to be a legitimate version of Task Manager.,T1036
5959,APT41 has created services to appear as benign system tools.,T1036
5960,BackdoorDiplomacy has disguised their backdoor droppers with naming conventions designed to blend into normal operations.,T1036
5961,"A Lazarus Group custom backdoor implant included a custom PE loader named ""Security Package"" that was added into the lsass.exe process via registry key.",T1036
5962,Adversaries may attempt to manipulate features of their artifacts to make them appear legitimate or benign to users and/or security tools.,T1036
5963,"Masquerading occurs when the name or location of an object, legitimate or malicious, is manipulated or abused for the sake of evading defenses and observation.",T1036
5964,"This may include manipulating file metadata, tricking users into misidentifying the file type, and giving legitimate task or service names.",T1036
5965,Renaming abusable system utilities to evade security monitoring is also a form of Masquerading.,T1036
5966,NotPetya drops PsExec with the filename dllhost.dat.,T1036
5967,Ramsay has masqueraded as a JPG image file.,T1036
5968,RTM has been delivered as archived Windows executable files masquerading as PDF documents.,T1036
5969,WindTail has used icons mimicking MS Office files to mask payloads.,T1036
5970,The Dacls Mach-O binary has been disguised as a .nib file.,T1036
5971,FatDuke has attempted to mimic a compromised user's traffic by using the same user agent as the installed browser.,T1036
5972,The TrickBot downloader has used an icon to appear as a Microsoft Word document.,T1036
5973,TRITON attempts to write a dummy program into memory if it fails to reset the Triconex controller.,T1036
5974,Raindrop was built to include a modified version of 7-Zip source code  and Far Manager source code.,T1036
5975,Ryuk can create .dll files that actually contain a Rich Text File format document.,T1036
5976,SombRAT can use a legitimate process name to hide itself.,T1036
5977,AppleSeed can disguise JavaScript files as PDFs.,T1036
5978,EnvyScout has used folder icons for malicious files to lure victims into opening them.,T1036
5979,BoomBox has the ability to mask malicious data strings as PDF files.,T1036
5980,XCSSET builds a malicious application bundle to resemble Safari through using the Safari icon and Info.plist.,T1036
5981,"NativeZone has, upon execution, displayed a message box that appears to be related to a Ukrainian electronic document management system.",T1036
5982,The QakBot payload has been disguised as a PNG file.,T1036
5983,yty contains several references to football  in a likely attempt to disguise its traffic.,T1036
5984,Dragonfly 2.0 created accounts disguised as legitimate backup and service accounts as well as an email administration account.,T1036
5985,PLATINUM has renamed rar.exe to avoid detection.,T1036
5986,menuPass has used esentutl to change file extensions to their true type that were masquerading as .txt files.,T1036
5987,BRONZE BUTLER has masked executables with document file icons including Word and Adobe PDF.,T1036
5988,APT32 has disguised a Cobalt Strike beacon as a Flash Installer.,T1036
5989,Windshift has used icons mimicking MS Office files to mask malicious executables.,T1036
5990,"Windshift has also attempted to hide executables by changing the file extension to "".scr"" to mimic Windows screensavers.",T1036
5991,UNC2452 set the hostnames of its C2 infrastructure to match legitimate hostnames in the victim environment.,T1036
5992,They also primarily used IP addresses originating from the same country as the victim for their VPN infrastructure.,T1036
5993,TA551 has masked malware DLLs as dat and jpg files.,T1036
5994,ZIRCONIUM has spoofed legitimate applications in phishing lures and changed file extensions to conceal  installation of malware.,T1036
5995,APT29 has set the hostnames of its C2 infrastructure to match legitimate hostnames in the victim environment.,T1036
5996,They have also used IP addresses originating from the same country as the victim for their VPN infrastructure.,T1036
5997,OilRig has used .doc file extensions to mask malicious executables.,T1036
5998,Nomadic Octopus attempted to make Octopus appear as a  Telegram Messenger with a Russian interface.,T1036
5999,APT28 has renamed the WinRAR utility to avoid detection.,T1036
6000,Accounts created by Dragonfly masqueraded as legitimate service accounts.,T1036
6001,Adversaries may match or approximate the name or location of legitimate files or resources when naming/placing them.,T1036
6002,This is done for the sake of evading defenses and observation.,T1036
6003,"This may be done by placing an executable in a commonly trusted directory  or giving it the name of a legitimate, trusted program .",T1036
6004,"In containerized environments, this may also be done by creating a resource in a namespace that matches the naming convention of a container pod or cluster.",T1036
6005,"Alternatively, a file or container image name given may be a close approximation to legitimate programs/images or something innocuous.",T1036
6006,Adversaries may also use the same icon of the file they are trying to mimic.,T1036
6007,"To establish persistence, SslMM identifies the Start Menu Startup directory and drops a link to its own executable disguised as an “Office Start,” “Yahoo Talk,” “MSN Gaming Z0ne,” or “MSN Talk” shortcut.",T1036
6008,Calisto's installation file is an unsigned DMG image under the guise of Intego’s security solution for mac.,T1036
6009,"If installing itself as a service fails, Elise instead writes itself as a file named svchost.exe saved in %APPDATA%\Microsoft\Network.",T1036
6010,HTTPBrowser's installer contains a malicious file named navlu.dll to decrypt and run the RAT.,T1036
6011,navlu.dll is also the name of a legitimate Symantec DLL.,T1036
6012,ChChes copies itself to an .exe file with a filename that is likely intended to imitate Norton Antivirus but has several letters reversed .,T1036
6013,"A Winnti for Windows implant file was named ASPNET_FILTER.DLL, mimicking the legitimate ASP.NET ISAPI filter DLL with the same name.",T1036
6014,USBStealer mimics a legitimate Russian program called USB Disk Security.,T1036
6015,Felismus has masqueraded as legitimate Adobe Content Management System files.,T1036
6016,"InvisiMole has disguised its droppers as legitimate software or documents, matching their original names and locations, and saved its files as mpr.dll in the Windows folder.",T1036
6017,"The Remsec loader implements itself with the name Security Support Provider, a legitimate Windows function.",T1036
6018,"Various Remsec .exe files mimic legitimate file names used by Microsoft, Symantec, Kaspersky, Hewlett-Packard, and VMWare.",T1036
6019,Remsec also disguised malicious modules using similar filenames as custom network encryption software on victims.,T1036
6020,"S-Type may save itself as a file named msdtc.exe, which is also the name of the legitimate Microsoft Distributed Transaction Coordinator service binary.",T1036
6021,"OwaAuth uses the filename owaauth.dll, which is a legitimate file that normally resides in %ProgramFiles%\Microsoft\Exchange Server\ClientAccess\Owa\Auth\; the malicious file by the same name is saved in %ProgramFiles%\Microsoft\Exchange Server\ClientAccess\Owa\bin\.",T1036
6022,PUNCHBUGGY mimics filenames from %SYSTEM%\System32 to hide DLLs in %WINDIR% and/or %TEMP%.,T1036
6023,Starloader has masqueraded as legitimate software update packages such as Adobe Acrobat Reader and Intel.,T1036
6024,"Mis-Type saves itself as a file named msdtc.exe, which is also the name of the legitimate Microsoft Distributed Transaction Coordinator service binary.",T1036
6025,InnaputRAT variants have attempted to appear legitimate by using the file names SafeApp.exe and NeutralApp.exe.,T1036
6026,"Misdat saves itself as a file named msdtc.exe, which is also the name of the legitimate Microsoft Distributed Transaction Coordinator service binary.",T1036
6027,"KONNI creates a shortcut called ""Anti virus service.lnk"" in an apparent attempt to masquerade as a legitimate file.",T1036
6028,"ZLib mimics the resource version information of legitimate Realtek Semiconductor, Nvidia, or Synaptics modules.",T1036
6029,"Daserf uses file and folder names related to legitimate programs in order to blend in, such as HP, Intel, Adobe, and perflogs.",T1036
6030,NOKKI is written to %LOCALAPPDATA%\MicroSoft Updatea\svServiceUpdate.exe prior being executed in a new process in an apparent attempt to masquerade as a legitimate folder and file.,T1036
6031,BADNEWS attempts to hide its payloads using legitimate filenames.,T1036
6032,FinFisher renames one of its .dll files to uxtheme.dll in an apparent attempt to masquerade as a legitimate file.,T1036
6033,"OLDBAIT installs itself in %ALLUSERPROFILE%\\Application Data\Microsoft\MediaPlayer\updatewindws.exe; the directory name is missing a space and the file name is missing the letter ""o.""",T1036
6034,QUADAGENT used the PowerShell filenames Office365DCOMCheck.ps1 and SystemDiskClean.ps1.,T1036
6035,DarkComet has dropped itself onto victim machines with file names such as WinDefender.Exe and winupdate.exe in an apparent attempt to masquerade as a legitimate file.,T1036
6036,"Ursnif has used strings from legitimate system files and existing folders for its file, folder, and Registry entry names.",T1036
6037,"Ixeshe has used registry values and file names associated with Adobe software, such as AcroRd32.exe.",T1036
6038,"LightNeuron has used filenames associated with Exchange and Outlook for binary and configuration files, such as winmail.dat.",T1036
6039,OSX/Shlayer can masquerade as a Flash Player update.,T1036
6040,Fysbis has masqueraded as trusted software rsyncd and dbus-inotifier.,T1036
6041,"Machete renamed payloads to masquerade as legitimate Google Chrome, Java, Dropbox, Adobe Reader and Python executables.",T1036
6042,Ryuk has constructed legitimate appearing installation folder paths by calling GetWindowsDirectoryW and then inserting a null byte at the fourth character of the path.,T1036
6043,"For Windows Vista or higher, the path would appear as C:\Users\Public.",T1036
6044,Pony has used the Adobe Reader icon for the downloaded file to look more trustworthy.,T1036
6045,"MechaFlounder has been downloaded as a file named lsass.exe, which matches the legitimate Windows file.",T1036
6046,Ramsay has masqueraded as a 7zip installer.,T1036
6047,Skidmap has created a fake rm binary to replace the legitimate Linux binary.,T1036
6048,"Metamorfo has disguised an MSI file as the Adobe Acrobat Reader Installer and has masqueraded payloads as OneDrive, WhatsApp, or Spotify, for example.",T1036
6049,BackConfig has hidden malicious payloads in %USERPROFILE%\Adobe\Driver\dwg\ and mimicked the legitimate DHCP service binary.,T1036
6050,"Goopy has impersonated the legitimate goopdate.dll, which was dropped on the target system with a legitimate GoogleUpdate.exe.",T1036
6051,Bundlore has disguised a malicious .app file as a Flash Player update.,T1036
6052,"Carberp has masqueraded as Windows system file names, as well as ""chkntfs.exe"" and ""syscron.exe"".",T1036
6053,GoldenSpy's setup file installs initial executables under the folder %WinDir%\System32\PluginManager.,T1036
6054,StrongPity has been bundled with legitimate software installation files for disguise.,T1036
6055,REvil can mimic the names of known executables.,T1036
6056,RDAT has masqueraded as VMware.exe.,T1036
6057,PipeMon modules are stored on disk with seemingly benign names including use of a file extension associated with a popular word processor.,T1036
6058,"BLINDINGCAN has attempted to hide its payload by using legitimate file names such as ""iconcache.db"".",T1036
6059,KGH_SPY has masqueraded as a legitimate Windows tool.,T1036
6060,Grandoreiro has named malicious browser extensions and update files to appear legitimate.,T1036
6061,"SLOTHFULMEDIA has mimicked the names of known executables, such as mediaplayer.exe.",T1036
6062,"The Bazar loader has named malicious shortcuts ""adobe"" and mimicked communications software.",T1036
6063,TEARDROP files had names that resembled legitimate Window file and directory names.,T1036
6064,NETWIRE has masqueraded as legitimate software including TeamViewer and macOS Finder.,T1036
6065,TRITON disguised itself as the legitimate Triconex Trilog application.,T1036
6066,SUNSPOT was identified on disk with a filename of taskhostsvc.exe and it created an encrypted log file at C:\Windows\Temp\vmware-vmdmp.log.,T1036
6067,Raindrop was installed under names that resembled legitimate Windows file and directory names.,T1036
6068,"One of Dtrack can hide in replicas of legitimate programs like OllyDbg, 7-Zip, and FileZilla.",T1036
6069,SUNBURST created VBScripts that were named after existing services or folders to blend into legitimate activities.,T1036
6070,Bad Rabbit has masqueraded as a Flash Player installer through the executable file install_flash_player.exe.,T1036
6071,SUPERNOVA has masqueraded as a legitimate SolarWinds DLL.,T1036
6072,"LookBack has a C2 proxy tool that masquerades as GUP.exe, which is software used by Notepad++.",T1036
6073,Pysa has executed a malicious executable by naming it svchost.exe.,T1036
6074,The TAINTEDSCRIBE main executable has disguised itself as Microsoft’s Narrator.,T1036
6075,Penquin has mimicked the Cron binary to hide itself on compromised systems.,T1036
6076,Sibot has downloaded a DLL to the C:\windows\system32\drivers\ folder and renamed it with a .sys extension.,T1036
6077,ThiefQuest prepends a copy of itself to the beginning of an executable file while maintaining the name of the executable.,T1036
6078,EKANS has been disguised as update.exe to appear as a valid executable.,T1036
6079,Doki has disguised a file as a Linux kernel module.,T1036
6080,GoldMax appeared as a scheduled task impersonating systems management software within the corresponding ProgramData subfolder.,T1036
6081,AppleSeed has the ability to rename its payload to ESTCommon.dll to masquerade as a DLL belonging to ESTsecurity.,T1036
6082,Cuba has been disguised as legitimate 360 Total Security Antivirus and OpenVPN programs.,T1036
6083,"RainyDay has used names to mimic legitimate software including ""vmtoolsd.exe"" to spoof Vmtools.",T1036
6084,"Chaes has used an unsigned, crafted DLL module named hha.dll that was designed to look like a legitimate 32-bit Windows DLL.",T1036
6085,Nebulae uses functions named StartUserModeBrowserInjection and StopUserModeBrowserInjection indicating that it's trying to imitate chrome_frame_helper.dll.,T1036
6086,MarkiRAT can masquerade as update.exe and svehost.exe; it has also mimicked legitimate Telegram and Chrome files.,T1036
6087,"Octopus has been disguised as legitimate programs, such as Java and Telegram Messenger.",T1036
6088,MuddyWater has disguised malicious executables and used filenames and Registry key names associated with Windows Defender.,T1036
6089,"Carbanak has named malware ""svchost.exe,"" which is the name of the Windows shared service host program.",T1036
6090,BRONZE BUTLER has given malware the same name as an existing file on the file share server to cause users to unwittingly launch and install the malware on additional systems.,T1036
6091,Poseidon Group tools attempt to spoof anti-virus processes as a means of self-defense.,T1036
6092,"admin@338 actors used the following command to rename one of their tools to a benign file name: ren ""%temp%\upload"" audiodg.exe The file name AcroRD32.exe, a legitimate process name for Adobe's Acrobat Reader, was used by APT1 as a name for malware.",T1036
6093,"Patchwork installed its payload in the startup programs folder as ""Baidu Software Update.""",T1036
6094,"The group also adds its second stage payload to the startup programs as “Net Monitor.""",T1036
6095,They have also dropped QuasarRAT binaries as files named microsoft_network.exe and crome.exe.,T1036
6096,APT32 has renamed a NetCat binary to kb-10233.exe to masquerade as a Windows update.,T1036
6097,APT32 has also renamed a Cobalt Strike beacon payload to install_flashplayers.exe.,T1036
6098,"Sowbug named its tools to masquerade as Windows or Adobe Reader software, such as by using the file name adobecms.exe and the directory CSIDL_APPDATA\microsoft\security.",T1036
6099,"TEMP.Veles has renamed files to look like legitimate files, such as Windows update files or Schneider Electric application files.",T1036
6100,menuPass has been seen changing malicious files to appear legitimate.,T1036
6101,APT41 attempted to masquerade their files as popular anti-virus software.,T1036
6102,"Silence has named its backdoor ""WINWORD.exe"".",T1036
6103,Tropic Trooper has hidden payloads in Flash directories and fake installer files.,T1036
6104,Whitefly has named the malicious DLL the same name as DLLs belonging to legitimate software from various security vendors.,T1036
6105,Blue Mockingbird has masqueraded their XMRIG payload name by naming it wercplsupporte.dll after the legitimate wercplsupport.dll file.,T1036
6106,"APT39 has used malware disguised as Mozilla Firefox and a tool named mfevtpse.exe to proxy C2 communications, closely mimicking a legitimate McAfee file mfevtps.exe.",T1036
6107,Sandworm Team has avoided detection by naming a malicious binary explorer.exe.,T1036
6108,"Rocke has used shell scripts which download mining executables and saves them with the filename ""java"".",T1036
6109,PROMETHIUM has disguised malicious installer files by bundling them with legitimate software installers.,T1036
6110,"Chimera has renamed malware to GoogleUpdate.exe and WinRAR to jucheck.exe, RecordedTV.ms, teredo.tmp, update.exe, and msadcs1.exe.",T1036
6111,Machete's Machete MSI installer has masqueraded as a legitimate Adobe Acrobat Reader installer.,T1036
6112,Fox Kitten has named binaries and configuration files svhost and dllhost respectively to appear legitimate.,T1036
6113,"UNC2452 renamed a version of AdFind to sqlceip.exe or csrss.exe in an attempt to appear as the SQL Server Telemetry Client or Client Service Runtime Process, respectively.",T1036
6114,Indrik Spider used fake updates for FlashPlayer plugin and Google Chrome as initial infection vectors.,T1036
6115,Lazarus Group has renamed the TAINTEDSCRIBE main executable to disguise itself as Microsoft's narrator.,T1036
6116,Darkhotel has used malware that is disguised as a Secure Shell  tool.,T1036
6117,Sidewinder has named malicious files rekeywiz.exe to match the name of a legitimate Windows executable.,T1036
6118,"Mustang Panda has used 'adobeupdate.dat' as a PlugX loader, and a file named 'OneDrive.exe' to load a Cobalt Strike payload.",T1036
6119,APT29 renamed software and DLL's with legitimate names to appear benign.,T1036
6120,"Naikon has disguised malicious programs as Google Chrome, Adobe, and VMware executables.",T1036
6121,Transparent Tribe can mimic legitimate Windows directories by using the same icons and names.,T1036
6122,BackdoorDiplomacy has dropped implants in folders named for legitimate software.,T1036
6123,FIN7 has attempted to run Darkside ransomware with the filename sleep.exe.,T1036
6124,Ferocious Kitten has named malicious files update.exe and loaded them into the compromise host's “Public” folder.,T1036
6125,"APT28 has changed extensions on files containing exfiltrated data to make them appear benign, and renamed a web shell instance to appear as a legitimate OWA page.",T1036
6126,Adversaries may abuse mavinject.exe to proxy execution of malicious code.,T1218
6127,"Mavinject.exe is the Microsoft Application Virtualization Injector, a Windows utility that can inject code into external processes as part of Microsoft Application Virtualization .",T1218
6128,"Adversaries may abuse mavinject.exe to inject malicious DLLs into running processes  Dynamic-link Library Injection, allowing for arbitrary code execution .",T1218
6129,"Since mavinject.exe is digitally signed by Microsoft, proxying execution via this method may evade detection by security products because the execution is masked under a legitimate process.",T1218
6130,"In addition to Dynamic-link Library Injection, Mavinject.exe can also be abused to perform import descriptor injection via its  /HMODULE command-line parameter .",T1218
6131,This command would inject an import table entry consisting of the specified DLL into the module at the given base address.,T1218
6132,Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts.,T1556
6133,"The authentication process is handled by mechanisms, such as the Local Security Authentication Server  process and the Security Accounts Manager  on Windows, pluggable authentication modules  on Unix-based systems, and authorization plugins on MacOS systems, responsible for gathering, storing, and validating credentials.",T1556
6134,"By modifying an authentication process, an adversary may be able to authenticate to a service or system without using Valid Accounts.",T1556
6135,Adversaries may maliciously modify a part of this process to either reveal credentials or bypass authentication mechanisms.,T1556
6136,"Compromised credentials or access may be used to bypass access controls placed on various resources on systems within the network and may even be used for persistent access to remote systems and externally available services, such as VPNs, Outlook Web Access and remote desktop.",T1556
6137,Kessel has trojanized the <sode>ssh_login and user-auth_pubkey functions to steal plaintext credentials.,T1556
6138,Ebury can intercept private keys using a trojanized ssh-add function.,T1556
6139,An adversary may attempt to modify a cloud account's compute service infrastructure to evade defenses.,T1578
6140,"A modification to the compute service infrastructure can include the creation, deletion, or modification of one or more components such as compute instances, virtual machines, and snapshots.",T1578
6141,Permissions gained from the modification of infrastructure components may bypass restrictions that prevent access to existing infrastructure.,T1578
6142,Modifying infrastructure components may also allow an adversary to evade detection and remove evidence of their presence.,T1578
6143,"Adversaries may interact with the Windows Registry to hide configuration information within Registry keys, remove information as part of cleaning up, or as part of other techniques to aid in persistence and execution.",T1112
6144,"Access to specific areas of the Registry depends on account permissions, some requiring administrator-level access.",T1112
6145,The built-in Windows command-line utility Reg may be used for local or remote Registry modification.,T1112
6146,"Other tools may also be used, such as a remote access tool, which may contain functionality to interact with the Registry through the Windows API.",T1112
6147,"Registry modifications may also include actions to hide keys, such as prepending key names with a null character, which will cause an error and/or be ignored when read via Reg or other utilities using the Win32 API.",T1112
6148,Adversaries may abuse these pseudo-hidden keys to conceal payloads/commands used to maintain persistence.,T1112
6149,The Registry of a remote system may be modified to aid in execution of files as part of lateral movement.,T1112
6150,It requires the remote Registry service to be running on the target system.,T1112
6151,"Often Valid Accounts are required, along with access to the remote system's SMB/Windows Admin Shares for RPC communication.",T1112
6152,"BACKSPACE is capable of deleting Registry keys, sub-keys, and values on a victim system.",T1112
6153,PoisonIvy creates a Registry subkey that registers a new system device.,T1112
6154,StreamEx has the ability to modify the Registry.,T1112
6155,BADCALL modifies the firewall Registry key SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\StandardProfileGloballyOpenPorts\\List.,T1112
6156,PLAINTEE uses reg add to add a Registry Run key for persistence.,T1112
6157,QUADAGENT modifies an HKCU Registry key to store a session identifier unique to the compromised system as well as a pre-shared key used for encrypting and decrypting C2 communications.,T1112
6158,ADVSTORESHELL is capable of setting and deleting Registry values.,T1112
6159,Volgmer stores the encoded configuration file in the Registry key HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Security.,T1112
6160,zwShell can modify the Registry.,T1112
6161,Catchamas creates three Registry keys to establish persistence by adding a Windows Service.,T1112
6162,PHOREAL is capable of manipulating the Registry.,T1112
6163,Rover has functionality to remove Registry Run key persistence as a cleanup procedure.,T1112
6164,Regin appears to have functionality to modify remote Registry information.,T1112
6165,"Hydraq creates a Registry subkey to register its created service, and can also uninstall itself later by deleting this value.",T1112
6166,Hydraq's backdoor also enables remote attackers to modify and delete subkeys.,T1112
6167,"InvisiMole has a command to create, set, copy, or delete a specified Registry key or value.",T1112
6168,NanoCore has the capability to edit the Registry.,T1112
6169,TrickBot can modify registry entries.,T1112
6170,SOUNDBITE is capable of modifying the Registry.,T1112
6171,"PlugX has a module to create, delete, or modify Registry keys.",T1112
6172,TYPEFRAME can install encrypted configuration data under the Registry key HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellCompatibility\Applications\laxhost.dll and HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\PrintConfigs.,T1112
6173,Mosquito stores configuration values under the Registry key HKCU\Software\Microsoft\dllname and modifies Registry keys under HKCR\CLSID\...\InprocServer32with a path to the launcher.,T1112
6174,SynAck can manipulate Registry keys.,T1112
6175,Nerex creates a Registry subkey that registers a new service.,T1112
6176,RTM can delete all Registry entries created during its execution.,T1112
6177,DarkComet adds a Registry value for its installation routine to the Registry Key HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\System Enable LUA=”0” and HKEY_CURRENT_USER\Software\DC3_FEXEC.,T1112
6178,Exaramel for Windows adds the configuration to the Registry in XML format.,T1112
6179,Cardinal RAT sets HKCU\Software\Microsoft\Windows NT\CurrentVersion\Windows\Load to point to its executable.,T1112
6180,FELIXROOT deletes the Registry key HKCU\Software\Classes\Applications\rundll32.exe\shell\open.,T1112
6181,"Once Shamoon has access to a network share, it enables the RemoteRegistry service on the target system.",T1112
6182,It will then connect to the system with RegConnectRegistryW and modify the Registry to disable UAC remote restrictions by setting SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\LocalAccountTokenFilterPolicy to 1.,T1112
6183,CHOPSTICK may store RC4 encrypted configuration information in the Windows Registry.,T1112
6184,Zeus Panda modifies several Registry keys under HKCU\Software\Microsoft\Internet Explorer\ PhishingFilter\ to disable phishing filters.,T1112
6185,Naid creates Registry entries that store information about a created service and point to a malicious DLL dropped to disk.,T1112
6186,KEYMARBLE has a command to create Registry entries for storing data under HKEY_CURRENT_USER\SOFTWARE\Microsoft\WABE\DataPath.,T1112
6187,Bankshot writes data into the Registry key HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Pniumj.,T1112
6188,GreyEnergy modifies conditions in the Registry and adds keys.,T1112
6189,HOPLIGHT has modified Managed Object Format  files within the Registry to run specific commands and create persistence on the system.,T1112
6190,"njRAT can create, delete, or modify a specified Registry key or value.",T1112
6191,Ursnif has used Registry modifications as part of its installation routine.,T1112
6192,LoJax has modified the Registry key ‘HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\BootExecute’ from ‘autocheck autochk *’ to ‘autocheck autoche *’.,T1112
6193,PoetRAT has made registry modifications to alter its behavior upon execution.,T1112
6194,KONNI has modified registry keys of ComSysApp service and Svchost on the machine to gain persistence.,T1112
6195,Attor's dispatcher can modify the Run registry key.,T1112
6196,"PowerShower has added a registry key so future powershell.exe instances are spawned off-screen by default, and has removed all registry entries that are left behind during the dropper process.",T1112
6197,ShimRat has registered two registry keys for shim databases.,T1112
6198,Netwalker can add the following registry entry: HKEY_CURRENT_USER\SOFTWARE\{8 random characters}.,T1112
6199,TajMahal can set the KeepPrintedJobs attribute for configured printers in SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Print\\Printers to enable document stealing.,T1112
6200,Valak has the ability to modify the Registry key HKCU\Software\ApplicationContainer\Appsw64 to store information regarding the C2 server and downloads.,T1112
6201,"Metamorfo has written process names to the Registry, disabled IE browser features, deleted Registry keys, and changed the ExtendedUIHoverTime key.",T1112
6202,ComRAT has encrypted and stored its orchestrator code in the Registry as well as a PowerShell script into the WsqmCons Registry key.,T1112
6203,gh0st RAT has altered the InstallTime subkey.,T1112
6204,Pillowmint has stored its malicious payload in the registry key HKLM\SOFTWARE\Microsoft\DRM.,T1112
6205,REvil can save encryption parameters and system information to the Registry.,T1112
6206,PipeMon has stored its encrypted payload in the Registry.,T1112
6207,PolyglotDuke can write encrypted JSON configuration files to the Registry.,T1112
6208,RegDuke can store its encryption key in the Registry.,T1112
6209,Grandoreiro can store its configuration in the Registry at HKCU\Software\ under frequently changing names including %USERNAME% and ToolTech-RM.,T1112
6210,"SLOTHFULMEDIA can add, modify, and/or delete registry keys.",T1112
6211,It has changed the proxy configuration of a victim system by modifying the HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap registry.,T1112
6212,HyperStack can add the name of its communication pipe to HKLM\SYSTEM\\CurrentControlSet\\Services\\lanmanserver\\parameters\NullSessionPipes.,T1112
6213,Agent Tesla can achieve persistence by modifying Registry key entries.,T1112
6214,Stuxnet can create registry keys to load driver files.,T1112
6215,"SUNBURST had commands that allow an attacker to write or delete registry keys, and was observed stopping services by setting their HKLM\SYSTEM\CurrentControlSet\services\\service_name\\Start registry entries to value 4.",T1112
6216,It also deleted previously-created Image File Execution Options  Debugger registry values and registry keys related to HTTP proxy to clean up traces of its activity.,T1112
6217,TEARDROP modified the Registry to create a Windows service for itself on a compromised host.,T1112
6218,NETWIRE stores its configuration file within the Registry.,T1112
6219,EVILNUM can make modifications to the Regsitry for persistence.,T1112
6220,Explosive has a function to write itself to Registry values.,T1112
6221,Caterpillar WebShell has a command to modify a Registry key.,T1112
6222,MegaCortex has added entries to the Registry for ransom contact information.,T1112
6223,Conficker adds keys to the Registry at HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services and various other Registry locations.,T1112
6224,Pysa has modified the registry key “SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System” and added the ransom note.,T1112
6225,BitPaymer can set values in the Registry to help in execution.,T1112
6226,Sibot has installed a second-stage script in the HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\sibot registry key.,T1112
6227,ShadowPad maintains a configuration block and virtual file system in the Registry.,T1112
6228,Cobalt Strike can modify Registry values within HKEY_CURRENT_USER\Software\Microsoft\Office\<Excel Version>\Excel\Security\AccessVBOM\ to enable the execution of additional code.,T1112
6229,Clop can make modifications to Registry keys.,T1112
6230,Avaddon modifies several registry keys for persistence and UAC bypass.,T1112
6231,Taidoor has the ability to modify the Registry on compromised hosts using RegDeleteValueA and RegCreateKeyExA.,T1112
6232,Crimson can set a Registry key to determine how long it has been installed and possibly to indicate the version number.,T1112
6233,WastedLocker can modify registry values within the Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap registry key.,T1112
6234,"SMOKEDHAM has modified registry keys for persistence, to enable credential caching for credential access, and to facilitate lateral movement via RDP.",T1112
6235,QakBot can store its configuration information in a randomly named subkey under HKCU\Software\Microsoft.,T1112
6236,Chaes stored its instructions in a config file in the Registry.,T1112
6237,Lokibot has modified the Registry as part of its UAC bypass process.,T1112
6238,creates a Registry subkey that registers a new system device.,T1112
6239,Dragonfly 2.0 modified the Registry to perform multiple techniques through the use of Reg.,T1112
6240,APT19 uses a Port 22 malware variant to modify several Registry keys.,T1112
6241,A Threat Group-3390 tool can create a new Registry key under HKEY_CURRENT_USER\Software\Classes\.,T1112
6242,APT38 uses a tool called CLEANTOAD that has the capability to modify Registry keys.,T1112
6243,Honeybee uses a batch file that modifies Registry keys to launch a DLL into the svchost.exe process.,T1112
6244,A Patchwork payload deletes Resiliency Registry keys created by Microsoft Office applications in an apparent effort to trick users into thinking there were no issues during application runs.,T1112
6245,FIN8 has deleted Registry keys during post compromise cleanup activities.,T1112
6246,Gorgon Group malware can deactivate security mechanisms in Microsoft Office by editing several keys and values under HKCU\Software\Microsoft\Office\.,T1112
